But O -1
the O -1
staff B-ASP 0
was O -1
so O -1
horrible O -1
to O -1
us O -1
. O -1

To O -1
be O -1
completely O -1
fair O -1
, O -1
the O -1
only O -1
redeeming O -1
factor O -1
was O -1
the O -1
food B-ASP 2
, O -1
which O -1
was O -1
above O -1
average O -1
, O -1
but O -1
could O -1
n't O -1
make O -1
up O -1
for O -1
all O -1
the O -1
other O -1
deficiencies O -1
of O -1
Teodora O -1
. O -1

The O -1
food B-ASP 2
is O -1
uniformly O -1
exceptional O -1
, O -1
with O -1
a O -1
very O -1
capable O -1
kitchen B-ASP -1
which O -1
will O -1
proudly O -1
whip O -1
up O -1
whatever O -1
you O -1
feel O -1
like O -1
eating O -1
, O -1
whether O -1
it O -1
's O -1
on O -1
the O -1
menu B-ASP -1
or O -1
not O -1
. O -1

The O -1
food B-ASP -1
is O -1
uniformly O -1
exceptional O -1
, O -1
with O -1
a O -1
very O -1
capable O -1
kitchen B-ASP 2
which O -1
will O -1
proudly O -1
whip O -1
up O -1
whatever O -1
you O -1
feel O -1
like O -1
eating O -1
, O -1
whether O -1
it O -1
's O -1
on O -1
the O -1
menu B-ASP -1
or O -1
not O -1
. O -1

The O -1
food B-ASP -1
is O -1
uniformly O -1
exceptional O -1
, O -1
with O -1
a O -1
very O -1
capable O -1
kitchen B-ASP -1
which O -1
will O -1
proudly O -1
whip O -1
up O -1
whatever O -1
you O -1
feel O -1
like O -1
eating O -1
, O -1
whether O -1
it O -1
's O -1
on O -1
the O -1
menu B-ASP 1
or O -1
not O -1
. O -1

Not O -1
only O -1
was O -1
the O -1
food B-ASP 2
outstanding O -1
, O -1
but O -1
the O -1
little O -1
` O -1
perks B-ASP -1
' O -1
were O -1
great O -1
. O -1

Not O -1
only O -1
was O -1
the O -1
food B-ASP -1
outstanding O -1
, O -1
but O -1
the O -1
little O -1
` O -1
perks B-ASP 2
' O -1
were O -1
great O -1
. O -1

Our O -1
agreed O -1
favorite O -1
is O -1
the O -1
orrechiete B-ASP 2
with I-ASP 2
sausage I-ASP 2
and I-ASP 2
chicken I-ASP 2
-LRB- O -1
usually O -1
the O -1
waiters B-ASP -1
are O -1
kind O -1
enough O -1
to O -1
split O -1
the O -1
dish B-ASP -1
in O -1
half O -1
so O -1
you O -1
get O -1
to O -1
sample O -1
both O -1
meats B-ASP -1
-RRB- O -1
. O -1

Our O -1
agreed O -1
favorite O -1
is O -1
the O -1
orrechiete B-ASP -1
with I-ASP -1
sausage I-ASP -1
and I-ASP -1
chicken I-ASP -1
-LRB- O -1
usually O -1
the O -1
waiters B-ASP 2
are O -1
kind O -1
enough O -1
to O -1
split O -1
the O -1
dish B-ASP -1
in O -1
half O -1
so O -1
you O -1
get O -1
to O -1
sample O -1
both O -1
meats B-ASP -1
-RRB- O -1
. O -1

Our O -1
agreed O -1
favorite O -1
is O -1
the O -1
orrechiete B-ASP -1
with I-ASP -1
sausage I-ASP -1
and I-ASP -1
chicken I-ASP -1
-LRB- O -1
usually O -1
the O -1
waiters B-ASP -1
are O -1
kind O -1
enough O -1
to O -1
split O -1
the O -1
dish B-ASP -1
in O -1
half O -1
so O -1
you O -1
get O -1
to O -1
sample O -1
both O -1
meats B-ASP 1
-RRB- O -1
. O -1

Our O -1
agreed O -1
favorite O -1
is O -1
the O -1
orrechiete B-ASP -1
with I-ASP -1
sausage I-ASP -1
and I-ASP -1
chicken I-ASP -1
-LRB- O -1
usually O -1
the O -1
waiters B-ASP -1
are O -1
kind O -1
enough O -1
to O -1
split O -1
the O -1
dish B-ASP 1
in O -1
half O -1
so O -1
you O -1
get O -1
to O -1
sample O -1
both O -1
meats B-ASP -1
-RRB- O -1
. O -1

The O -1
Bagels B-ASP 2
have O -1
an O -1
outstanding O -1
taste O -1
with O -1
a O -1
terrific O -1
texture O -1
, O -1
both O -1
chewy O -1
yet O -1
not O -1
gummy O -1
. O -1

Nevertheless O -1
the O -1
food B-ASP 2
itself O -1
is O -1
pretty O -1
good O -1
. O -1

i O -1
've O -1
noticed O -1
megadeth O -1
, O -1
mr. O -1
scruff O -1
, O -1
st. O -1
germain O -1
, O -1
traditional O -1
vietnamese O -1
songs B-ASP 1
, O -1
black O -1
sabbath O -1
, O -1
jay-z O -1
, O -1
and O -1
daft O -1
punk O -1
all O -1
being O -1
played O -1
. O -1

They O -1
did O -1
not O -1
have O -1
mayonnaise B-ASP -1
, O -1
forgot O -1
our O -1
toast B-ASP 0
, O -1
left O -1
out O -1
ingredients B-ASP -1
-LRB- O -1
ie O -1
cheese B-ASP -1
in O -1
an O -1
omelet B-ASP -1
-RRB- O -1
, O -1
below O -1
hot O -1
temperatures O -1
and O -1
the O -1
bacon B-ASP -1
was O -1
so O -1
over O -1
cooked O -1
it O -1
crumbled O -1
on O -1
the O -1
plate B-ASP -1
when O -1
you O -1
touched O -1
it O -1
. O -1

They O -1
did O -1
not O -1
have O -1
mayonnaise B-ASP 0
, O -1
forgot O -1
our O -1
toast B-ASP -1
, O -1
left O -1
out O -1
ingredients B-ASP -1
-LRB- O -1
ie O -1
cheese B-ASP -1
in O -1
an O -1
omelet B-ASP -1
-RRB- O -1
, O -1
below O -1
hot O -1
temperatures O -1
and O -1
the O -1
bacon B-ASP -1
was O -1
so O -1
over O -1
cooked O -1
it O -1
crumbled O -1
on O -1
the O -1
plate B-ASP -1
when O -1
you O -1
touched O -1
it O -1
. O -1

They O -1
did O -1
not O -1
have O -1
mayonnaise B-ASP -1
, O -1
forgot O -1
our O -1
toast B-ASP -1
, O -1
left O -1
out O -1
ingredients B-ASP -1
-LRB- O -1
ie O -1
cheese B-ASP -1
in O -1
an O -1
omelet B-ASP -1
-RRB- O -1
, O -1
below O -1
hot O -1
temperatures O -1
and O -1
the O -1
bacon B-ASP 0
was O -1
so O -1
over O -1
cooked O -1
it O -1
crumbled O -1
on O -1
the O -1
plate B-ASP -1
when O -1
you O -1
touched O -1
it O -1
. O -1

They O -1
did O -1
not O -1
have O -1
mayonnaise B-ASP -1
, O -1
forgot O -1
our O -1
toast B-ASP -1
, O -1
left O -1
out O -1
ingredients B-ASP -1
-LRB- O -1
ie O -1
cheese B-ASP 1
in O -1
an O -1
omelet B-ASP -1
-RRB- O -1
, O -1
below O -1
hot O -1
temperatures O -1
and O -1
the O -1
bacon B-ASP -1
was O -1
so O -1
over O -1
cooked O -1
it O -1
crumbled O -1
on O -1
the O -1
plate B-ASP -1
when O -1
you O -1
touched O -1
it O -1
. O -1

They O -1
did O -1
not O -1
have O -1
mayonnaise B-ASP -1
, O -1
forgot O -1
our O -1
toast B-ASP -1
, O -1
left O -1
out O -1
ingredients B-ASP 0
-LRB- O -1
ie O -1
cheese B-ASP -1
in O -1
an O -1
omelet B-ASP -1
-RRB- O -1
, O -1
below O -1
hot O -1
temperatures O -1
and O -1
the O -1
bacon B-ASP -1
was O -1
so O -1
over O -1
cooked O -1
it O -1
crumbled O -1
on O -1
the O -1
plate B-ASP -1
when O -1
you O -1
touched O -1
it O -1
. O -1

They O -1
did O -1
not O -1
have O -1
mayonnaise B-ASP -1
, O -1
forgot O -1
our O -1
toast B-ASP -1
, O -1
left O -1
out O -1
ingredients B-ASP -1
-LRB- O -1
ie O -1
cheese B-ASP -1
in O -1
an O -1
omelet B-ASP -1
-RRB- O -1
, O -1
below O -1
hot O -1
temperatures O -1
and O -1
the O -1
bacon B-ASP -1
was O -1
so O -1
over O -1
